geo,text,user,user_location
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",AnaMariaSanNic1,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",deadpool_esp_22,"El Paso, TX"
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",maine666,Madrid
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",andresi77,"Cádiz, España"
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",LunaCkLunera,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",MACD53207993,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",CostureraLibros,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",Blancan01602074,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",Krasnibor1943,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",agarita27,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",CSJ_bcn,Barcelona- España
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",isinasa2,Barcelona
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",manu_atm4,"Infantes, Madrid, España"
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",DrStrangeisback,Kamar-taj (कमार-ताज)Multiverso
,"RT @BAERVenezuela: #8Jun | ¡Venezuela Potencia! Con la articulación entre @BAERVenezuela y Gobierno Regional, se materializó el arribo del…",euge_e,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",karolalorelain,"Sevilla, España"
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",Salvado12657751,"Andalucía, España"
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",seshet13,Almería
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",Montse39168269,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",NcleoIrradiado1,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",MjRubio12,España
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",maribel_viral_0,"Barcelona, España"
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",MaCauthon,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",BrigChurruca,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",Bluebird07271,
,"RT @BAERVenezuela: #8Jun | ¡Venezuela Potencia! Con la articulación entre @BAERVenezuela y Gobierno Regional, se materializó el arribo del…",LaLlane29727912,
,"RT @BAERVenezuela: #8Jun | ¡Venezuela Potencia! Con la articulación entre @BAERVenezuela y Gobierno Regional, se materializó el arribo del…",lrrc2020,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",IOVOI44,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",ChusOrtizSimal,Madrid
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",papaole69,España
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",Doming1Fj,Huescar
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",BotSecundario,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",garrido_Tweets,Madrid. España
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",CastrilloChema1,Oviedo
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",rookieeveryday1,
,"RT @BAERVenezuela: #8Jun | ¡Venezuela Potencia! Con la articulación entre @BAERVenezuela y Gobierno Regional, se materializó el arribo del…",betzay98,"Los Teques, Venezuela"
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",rafaelsanchez12,France
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",pool794,España
,"RT @BAERVenezuela: #8Jun | ¡Venezuela Potencia! Con la articulación entre @BAERVenezuela y Gobierno Regional, se materializó el arribo del…",estefany260403,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",SaraUjja,
,"RT @BAERVenezuela: #8Jun | ¡Venezuela Potencia! Con la articulación entre @BAERVenezuela y Gobierno Regional, se materializó el arribo del…",MarcelitaMedin4,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",senecapati,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",aivagahco,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",Malakadiz,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",_Juankar_,"San Sebastián de los Reyes, Es"
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",joselebsm,
,RT @ReginadelC: Y pues na’a que ya he llegao a Barcelona. Y que aquí todos se llaman José algo. Le he preguntao a José el del aeropuerto qu…,RamonMelchor20,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",pasiterec4,Guadalajara
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",rmartigui,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",carabinadeambro,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",cholo_siempre,
,"#8Jun | ¡Venezuela Potencia! Con la articulación entre @BAERVenezuela y Gobierno Regional, se materializó el arribo… https://t.co/NpephoA38T",BAERVenezuela,"Caracas, Venezuela"
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",trangolillo,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",HernnCortes,Tenochtitlan
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",rosiealnutt,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",fragonfernan,"León, España"
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",KhintiIa,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",extremeo3,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",SERVICAN_VALL,valladolid
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",dabego44,España
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",verabcn,Barcelona - España
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",cbpilar5,"A Coruña, España"
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",alvacula,España
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",uovaxikoc,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",Wish73M,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",LuisSobradillo,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",nominefi,España
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",juanmiguel03,Venezuela
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",CatafractoRMCF,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",PedroVallado68,"Valladolid, España"
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",matahe1960,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",Andaya2604,Spain
,Tenia mi vuelo en la mañana a Barcelona y K me marco a las 6 am en PUNTO para asegurarse que llegara a tiempo al aeropuerto ajaj  &lt;333,pugdiani,Cdmx 
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",merbasura,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",dosdemayo10,Madrid
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",GGP00586294,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",avefrialofrave,"UO-GC, Barcelona (España)"
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",LARO71677974,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",VUL97737767,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",majofer73,Region de Murcia
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",Rohrltoca,Madrid
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",JMSuarez82,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",Roberto10883980,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",Facundo95940342,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",scorralgon,"Villaviciosa de Odón, España"
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",jjlknt1,"Comunidad Valenciana, España"
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",KIKOCASTLE,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",potolix_,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",Raul_GI,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",revengalonso,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",JuanCarlosNGC,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",guardamanda,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",pepepousa,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",aliciarguzman,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",Migueln06835293,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",DrDomd,Noruega
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",CarlosB02202490,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",Gregori65587721,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",esclavo71,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",PedroLuisGarri3,"Málaga, España"
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",HoracioManchola,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",86Philomena,"Toledo, España"
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",MaOATR,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",Pedro586301701,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",RosoAngel,
,El aeropuerto es una de las bases sobre la que se construye la riqueza comercial de Barcelona y Cataluña. Sin su am… https://t.co/f3wt2jXo1Z,eugosan,
,"RT @josemanuelorus: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio ol…",doramas52,Las Palmas 
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",temple1681,"Madrid, España"
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",kmporuntubo,
,"RT @BAERVenezuela: #8Jun | @BAERVenezuela encabezó conversatorio en el Aeropuerto Int. de GD José Antonio Anzoátegui de Barcelona, dirigido…",fenix0511,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",carmenmesi,"Granada, España"
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",rosa_arregui,"Palma, España"
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",Concepc50910440,albacete
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",OChirupa,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",ManoloCooper,Madrid. España.
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",aselenita,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",Marga29042962,"Cantabria, España"
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",alhambra_luis,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",brisitarica,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",Ramon_g1,FROM PORT SA PLAYA WITH LOVE
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",Andrs90819601,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",tomasmezabaez,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",CafeVinuesa,Carmen Medrano S/n Logroño
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",SMLauri,Cervera del Llano
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",gregoriohs68,"Murcia, Región de Murcia"
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",jcdiazlasala,MN ML MH MB SH e I Zaragoza
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",BolivarSole,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",JoseManuelRosaP,"Sevilla, España"
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",MarcoAn94490271,"Reino de España,Madrid"
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",HEISENBER123,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",Pati7lla,Señorio es morir en el campo 
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",ManuelZahera,Madrid
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",Ardidillo,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",AlfredReyesBCN,Barcelona
,RT @ReginadelC: Y pues na’a que ya he llegao a Barcelona. Y que aquí todos se llaman José algo. Le he preguntao a José el del aeropuerto qu…,Lupita3Oscar,D.F.🇲🇽
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",Jlc93030529,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",villarquemado,Teruel
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",LeticiaPerezP15,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",CorkyHamper,Spain
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",TRACER69086,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",GeleJofre,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",AntoAmat,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",MdelValleCaas,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",ATonoMD,España
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",JManuel1949,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",camarotegroucho,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",PedroLp24266366,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",cruzortiz1011,"Vigo, España"
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",amvalerop,España
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",CompotadeCerdo,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",Rubenrubo33,LEON
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",AlanaBlaya,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",Valentn80328018,"Orense, España"
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",2iTiwalk,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",kokobalta,Madrid
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",Sumanuel669,
,"RT @josemanuelorus: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio ol…",AndresAgustinD2,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",ALVAROAVI,A este paso... Covadonga
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",a_rocaymar,España
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",JoseA_Bergua,"Tokyo-to, Japan"
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",fernandodelaca2,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",SerranoRomero42,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",Pablo89958436,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",Azalea_2018,
,RT @ReginadelC: Y pues na’a que ya he llegao a Barcelona. Y que aquí todos se llaman José algo. Le he preguntao a José el del aeropuerto qu…,Vero0791,CDMX
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",tmilonguita,España
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",Tnar96,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",KikeCazapatos,"Zaragoza, España"
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",MorgaFernanda,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",MFuriosita,"En Babia, sobre todo."
,RT @ReginadelC: Y pues na’a que ya he llegao a Barcelona. Y que aquí todos se llaman José algo. Le he preguntao a José el del aeropuerto qu…,MarthaS97050540,
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",gomezsori21,sevilla
,"RT @CCivicaCatalana: El Aeropuerto de Murcia no puede llamarse De la Cierva, científico aeronáutico inventor del autogiro pero el Estadio o…",toripollo2014,Tabarnia
,RT @ReginadelC: Y pues na’a que ya he llegao a Barcelona. Y que aquí todos se llaman José algo. Le he preguntao a José el del aeropuerto qu…,wamire,"Coyoacán, Distrito Federal"
