geo,text,user,user_location
,It’s not just Dublin airport that’s making a balls of passenger flow: Barajas Madrid and El Prat Barcelona having m… https://t.co/NBGTqaZunF,BrendyBoyle,"Galicia, Spain"
,Flight Number #BA482 From #LHR (London Heathrow) to #BCN (Barcelona Airport) has departed,LHRDepartureBot,
,"RT @aena: Is this Fire 💜? No, it's JT #Barcelona-#ElPrat Airport at sunset 🛫🌅. 

And this is its only official Twitter account and the one…",albaamb2,"Spain, Madrid"
,"At the airport waiting for our flight back to Bristol.

Barcelona has been brilliant - I'll save the holiday spam f… https://t.co/o5hN4Hm9ep",Shonette,Bristol
,@absoluteradio @bushontheradio we were stranded in Barcelona once after having our passports nicked on the way to t… https://t.co/GIkYrrwuTA,tehblower,"Coleshill, England"
,"Spent a day in Barcelona with friends recently. Taxis to and from airport 20, full brunch 17, tourist attraction 10… https://t.co/KUWjk34vqN",rhit5,Ireland
,Flight Number #BA486 From #LHR (London Heathrow) to #BCN (Barcelona Airport) has departed,LHRDepartureBot,
,Attention easyJet passengers! Were you scheduled to be on flight U22267 from London Luton Airport to Barcelona Inte… https://t.co/xkAkBhOqXx,Flight_Patrol,
,@pamlevy9956 @tapairportugal Yeah I’m assuming it’s just for the ground luggage loaders at the airport. Thts the nu… https://t.co/9V817uTshu,youaredumb8,
,"@pamlevy9956 @tapairportugal Oh god ok at least it hasn’t been 2 months. How long has it been? And no, I didn’t get… https://t.co/kYiSE6stHX",youaredumb8,
,Just had to go through the naked scanner at the airport … hola Barcelona,Nowhere_fast,hampshire
,@falseni9e Yes when he was at the airport we were making posts about it and he still hadn’t  done his medical and o… https://t.co/enJpW1J0Ki,ASTosti,Italy
,"“A lot of cities are planning for sea level rise, but they are not aware of the compounding effect of coastal subsi… https://t.co/Mx0HMKRaDh",_ColinS_,"Stratford, Ontario"
,@easyJet I was left at Barcelona airport on Sunday morning and was told to sort my own accommodation/flights out. I… https://t.co/iP9IPGwG2O,sarahlouisegr13,"South East, England"
,Flight Number #BA480 From #LHR (London Heathrow) to #BCN (Barcelona Airport) has departed,LHRDepartureBot,
,@AmericanAir Another hats off to the American Airlines gate staff at Pearson Airport who helped us with our boardin… https://t.co/wWCnysGH0O,CrowellMb,
,@tapairportugal is now telling me it’s my job to go the BARCELONA AIRPORT on my VACATION in order to try and track… https://t.co/arXcEpgj0J,youaredumb8,
,"RT @Shamrock715_: Vueling 66FC (EC-NAJ - A20N) We 💛 Places livery of @vueling on final for 34 at @zrh_airport as VY6246 from Barcelona 
26-…",KevinTilley16,
,@MarianKeyes Saw a Spanish version of your book at Barcelona airport yesterday 🥰 https://t.co/5MAYnYIxjO,Scientits,London
,easyJet Compensation Alert! Were you scheduled to be on flight U26026 from Barcelona International Airport to Brist… https://t.co/7rQLWmak7T,Flight_Patrol,
,Attention easyJet passengers! Were you on the delayed flight U26030 on 5th June 2022 from Barcelona International A… https://t.co/d6alEG87IV,Flight_Patrol,
,Attention easyJet passengers! Were you scheduled to be on flight U26025 from Bristol Airport to Barcelona Internati… https://t.co/ard2bmXHdj,Flight_Patrol,
,Attention easyJet passengers! Were you on the delayed flight U26029 on 5th June 2022 from Bristol Airport to Barcel… https://t.co/xoLbJJ3oAy,Flight_Patrol,
,Attention easyJet passengers! Were you scheduled to be on flight U22268 from Barcelona International Airport to Lon… https://t.co/iU9jqIHYNn,Flight_Patrol,
,Attention easyJet passengers! Were you scheduled to be on flight U22267 from London Luton Airport to Barcelona Inte… https://t.co/S0Pcu6cgoV,Flight_Patrol,
,#Barcelona airport disgrace 🥺☹️ https://t.co/Jyv9zP9nnR,rok4_cheese,
,easyJet compensation Alert! Were you on flight U22267 on 6th June 2022 from London Luton Airport to Barcelona Inter… https://t.co/nsfkOkKwsV,ClaimDelay,"Manchester, England"
,easyJet compensation Alert! Were you on flight U22268 on 6th June 2022 from Barcelona International Airport to Lond… https://t.co/bPW6Y5gJ4e,ClaimDelay,"Manchester, England"
,"The Barcelona airport has an outdoor dining area, within the security zone. Why don't more airports do this?",adamkotsko,Chicago
,Flight Number #BA484 From #LHR (London Heathrow) to #BCN (Barcelona Airport) has departed,LHRDepartureBot,
,MULTI ADSBX MISSED APPROACH ALERT : At Tue Jun  7 08:30:25 2022 #RYR28LC  was landing LEBL 25R but now climbing - p… https://t.co/eB5F5jfhl8,Radar_Assistant,United Kingdom
,MULTI FR24 MISSED APPROACH ALERT : At Tue Jun  7 08:30:11 2022 #RYR28LC was landing LEBL 25L but now climbing - pos… https://t.co/Z7JcK9EIrz,Radar_Assistant,United Kingdom
,RT @Georgeous_Fox: Not even at the airport yet and my flight to Barcelona has already been delayed by an hour. Wish me luck y'all 😬,Flight_Refunds,"London, UK"
,Not even at the airport yet and my flight to Barcelona has already been delayed by an hour. Wish me luck y'all 😬,Georgeous_Fox,United Kingdom
,Flight Number #BA472 From #LHR (London Heathrow) to #BCN (Barcelona Airport) has departed,LHRDepartureBot,
,saw lady crying walking through barcelona airport.. she prob had despaicito on the headphone,losur_dog,
,Trains from Barcelona Airport to the City https://t.co/6aDIvFsiaJ,_Barcelona__,
,Buses from Barcelona Airport to the City https://t.co/MDJryrfS7r,_Barcelona__,
,barcelona airport sells shandy in coffee republic so i’m good now x x,shane_pdf,london
,Who up in Barcelona Airport terminal 2,lovelycans,Belgium / Ireland
,omw to barcelona airport and already in a foul mood cos my dick head taxi driver had his clock on for a full 10 min… https://t.co/QtmIzCodbz,shane_pdf,london
,I can’t sleep and I have to start leaving for the airport at 3am. Barcelona is going to see a very niche version of me today,Pamelagfflour,"London, England"
,@christhalinger @kcpeppe Heathrow was super busy when @briseida_ko and I fly to and from Barcelona back in late May… https://t.co/P4WunEf7Lv,BillyKorando,United States
,"@Susan16Park Was going to buy it when I was in Barcelona, but I think it would’ve raised eyebrows in custom’s in Br… https://t.co/fZKi2FjiHA",killafrog77,"Queensland, Australia"
,@LibbyPiller it kind of is. Honestly you'd be better requiring masks and foregoing the damn test. I'm about to have… https://t.co/w0IgtKgtA5,jen_williams,"N of the MKE, S of Canada"
,Car Hire at Barcelona Airport https://t.co/Uj0Q3SmVSW,_Barcelona__,
,"RT @BradvanL: #SaaStr Europa kicks off tomorrow and @Cledara's first OOH campaign is live across every screen in BCN Airport T1

Everyone a…",FreddieCledara,
,@Gatwick_Airport Ami then came back to my area and walked up to my sister and not me and said she didn’t know where… https://t.co/Zl42SdVdPt,TeedraMoses,"Miami, FL"
,Vueling 66FC (EC-NAJ - A20N) We 💛 Places livery of @vueling on final for 34 at @zrh_airport as VY6246 from Barcelon… https://t.co/xlWyxS9cV2,Shamrock715_,"London, England"
,Can’t wait to watch Love Island debut in Barcelona airport. Thanks @easyJet  for being an absolute nightmare.,StagedriveRy,"51.581219,-2.968129"
,Lewandowski is doing everything to join Barcelona short of landing at the Barcelona airport a-la-Aubameyang.,ErnestoHdz_,"Chicago, IL"
,RT @anirudhjethalia: @_tripfactory Poorly arranged trip and very poor customer support. Problems encountered during the trip : 1. Pick up i…,Nupur00120467,Surat - Jaipur
,Flight Number #BA482 From #LHR (London Heathrow) to #BCN (Barcelona Airport) has departed,LHRDepartureBot,
,@_tripfactory Poorly arranged trip and very poor customer support. Problems encountered during the trip : 1. Pick u… https://t.co/5cxwSTqiXK,anirudhjethalia,mumbai
,Primavera was great. Barcelona is great. Now to go wait at an airport for 7 hours. 🙃,klaer_tailor,Limerick Ireland
,"Arrived into Barcelona Airport and through security in literally two minutes. After a very quick, fuss free bus jou… https://t.co/MKjpdhVzHb",GeorgeChinaglia,
,"Australia - Sydney via Singapore - Positive: Man flying Spain to Australia, transiting through Singapore. Left Barc… https://t.co/UhKt3D28Gk",themistella,"Santa Cruz de Tenerife, Spain"
,"RT @BradvanL: #SaaStr Europa kicks off tomorrow and @Cledara's first OOH campaign is live across every screen in BCN Airport T1

Everyone a…",juanmi_design,Barcelona
,so much happening in film twt when i’m drunk in an airport about to go to barcelona this is so sick https://t.co/hhMddrQgmc,goldrushbeca,they/she | ミ☆ | 18+
,RT @trumptwatter: @easyJet  just cancelled our flight from Barcelona. We can’t fly out until Wednesday. The hotel they are offering us is o…,Flight_Refunds,"London, UK"
,@easyJet  just cancelled our flight from Barcelona. We can’t fly out until Wednesday. The hotel they are offering u… https://t.co/h37MmfmVqZ,trumptwatter,Russia
,Flight Number #BA486 From #LHR (London Heathrow) to #BCN (Barcelona Airport) has departed,LHRDepartureBot,
,"RT @BradvanL: #SaaStr Europa kicks off tomorrow and @Cledara's first OOH campaign is live across every screen in BCN Airport T1

Everyone a…",borjabrela,"Madrid, Spain"
,This is me. I live in the Barcelona airport now. Please come visit when you have the chance. https://t.co/vOGgiVwwa8,jaytennier,Niagara-on-the-Lake ON Canada
,"RT @AntonioRegidor: Airbus A319-112 Vueling take off from Barcelona Airport  LEBL

@vueling @spottersbcnprat #Vehicle #Aircraft #tire #Airp…",spottersbcnprat,✈
,@AirCanada On one end my husband who is stuck at Barcelona airport receives an email saying flight is delayed till… https://t.co/kuMyfgp6qH,JulianLiurette,"Toronto, Montreal, Paris"
,stuck at barcelona airport all yesterday and today someone entertain me,omweyland,seattle
,"Some trains don’t stop so here’s a semi-fast heading through as an Airport bound train arrives. 

Note the lead uni… https://t.co/cwy1HqczZU",SimonZev,
,"@DarwinsGet @AirCanada My husband was supposed to leave Barcelona June 5,  waited at airport and was told hours lat… https://t.co/sUHgov5IpL",JulianLiurette,"Toronto, Montreal, Paris"
,@katemcnasty @AirCanada My husband was supposed to leave Barcelona June 5 at 11:45 am. He waited at airport and was… https://t.co/7J0LvErjjR,JulianLiurette,"Toronto, Montreal, Paris"
,RT @JulianLiurette: My husband was supposed to leave Barcelona June 5 at 11:45 am. He waited at airport and was told hours later flight was…,claimcompanies,
,My husband was supposed to leave Barcelona June 5 at 11:45 am. He waited at airport and was told hours later flight… https://t.co/fJo7NgFBee,JulianLiurette,"Toronto, Montreal, Paris"
,Flight Number #BA480 From #LHR (London Heathrow) to #BCN (Barcelona Airport) has departed,LHRDepartureBot,
,@iLexicalGap @AirCanada My husband was supposed to leave Barcelona June 5 at 11:45 am. He waited at airport and was… https://t.co/c90md7hfsV,JulianLiurette,"Toronto, Montreal, Paris"
,@SilverThea @AirCanada @TorontoPearson My husband was supposed to leave Barcelona June 5 at 11:45 am. He waited at… https://t.co/UD2Gn6aSMO,JulianLiurette,"Toronto, Montreal, Paris"
,@Jet66076176 @AirCanada Same here: my husband was supposed to leave Barcelona on June 5 at 11:45 am. He waited at a… https://t.co/P70oSBt1uN,JulianLiurette,"Toronto, Montreal, Paris"
,"Airbus A319-112 Vueling take off from Barcelona Airport  LEBL

@vueling @spottersbcnprat #Vehicle #Aircraft #tire… https://t.co/E9NdUup3rb",AntonioRegidor,Barcelona
,RT @Jet66076176: @AirCanada I am part of a group of over 150 passengers stranded at the Barcelona airport trying to get to Toronto. We have…,katemcnasty,"Toronto, Ontario"
,@AirCanada I am part of a group of over 150 passengers stranded at the Barcelona airport trying to get to Toronto.… https://t.co/zbsTI6CTr0,Jet66076176,
,"I don't want your ""two phone calls, or telexes, faxes or emails"" option. Pay me a fucking taxi from Barcelona airpo… https://t.co/HWvErJNzji",Lutthien,
,RT @Robstafford: @katethompson380 @Jamie__22 @easyJet Currently experiencing the same. Flight from Barcelona to Luton cancelled at 4am this…,RickSkilbeck,St Albans
,RT @Robstafford: @katethompson380 @Jamie__22 @easyJet Currently experiencing the same. Flight from Barcelona to Luton cancelled at 4am this…,Flight_Refunds,"London, UK"
,@katethompson380 @Jamie__22 @easyJet Currently experiencing the same. Flight from Barcelona to Luton cancelled at 4… https://t.co/gbqJv61rVc,Robstafford,"Hackney, London"
,@NIAbbot This is not a new thing. The EU haven't suďdenly invented it to upset us. While we were still part of the… https://t.co/q7jYZOynut,TBkWrm,Scotland
,RT @qprfcno1: @KebabGazz Have a good one pal. I'm currently spending the whole last day of my break in Barcelona airport due to those thund…,Flight_Refunds,"London, UK"
,easyJet Compensation Alert! Were you scheduled to be on flight U28570 from Barcelona International Airport to Londo… https://t.co/JQG4F7Tn8C,Flight_Patrol,
,Attention easyJet passengers! Were you scheduled to be on flight U28569 from London Gatwick Airport to Barcelona In… https://t.co/y2i8UzpjUW,Flight_Patrol,
,easyJet Compensation Alert! Were you scheduled to be on flight U22264 from Barcelona International Airport to Londo… https://t.co/Qnxt482jPW,Flight_Patrol,
,easyJet Compensation Alert! Were you scheduled to be on flight U22263 from London Luton Airport to Barcelona Intern… https://t.co/FF7z4azT7x,Flight_Patrol,
,easyJet Compensation Alert! Were you scheduled to be on flight U26026 from Barcelona International Airport to Brist… https://t.co/bN4yfPTEEh,Flight_Patrol,
,easyJet Compensation Alert! Were you on the delayed flight U26030 on 5th June 2022 from Barcelona International Air… https://t.co/mzoKBKVoS8,Flight_Patrol,
,easyJet Compensation Alert! Were you scheduled to be on flight U26025 from Bristol Airport to Barcelona Internation… https://t.co/OkDFFvKOYJ,Flight_Patrol,
,Attention easyJet passengers! Were you on the delayed flight U26029 on 5th June 2022 from Bristol Airport to Barcel… https://t.co/tIIq62UCKy,Flight_Patrol,
,#SaaStr Europa kicks off tomorrow and @Cledara's first OOH campaign is live across every screen in BCN Airport T1… https://t.co/T0ZzKf1Qny,BradvanL,London
,@KebabGazz Have a good one pal. I'm currently spending the whole last day of my break in Barcelona airport due to t… https://t.co/lpj3rxU6Vz,qprfcno1,"Northampton, England"
,"RT @dan028: Having sat in an airport for two days in Barcelona waiting for @AirCanada to repair a plane, with no end in sight, I realize th…",iLexicalGap,"Mississauga, Canada"
,RT @DarwinsGet: @AirCanada Don’t waste your time or money flying Air Canada. Abandoned in Barcelona airport 2 days in a row for a plane to…,iLexicalGap,"Mississauga, Canada"
,RT @staronline: The confirmed case left Barcelona on June 1 and arrived at Changi Airport on June 2. https://t.co/F59I4UrNBb,mnlfzhrn,
,@IlanaMiller1 Portugal &gt; Seville &gt; Barcelona. CANNOT WAIT. Absolutely dreading the airport though 😩,jennifever1,Not Normal Island
,@airfrance my bag has been stick at CDG airport since thu jun 2. PLS get it to me in barcelona ASAP. ref # BCNAF50556,vivanthitang,
,i don’t ever want to hear that the US has the worst airports bc madrid and barcelona are tied for the worst airport on the planet,badmadz21,around tha block
,@vueling I have arrived very early to Dublin airport for my 15:15 flight to Barcelona. How early will check in begin?,Mark_Tai_S,"Dublin City, Ireland"
,easyJet claim. Were you on flight U26029 on 5th June 2022 from Bristol Airport to Barcelona International Airport?… https://t.co/6QgpzB9I0H,ClaimDelay,"Manchester, England"
,easyJet compensation Alert! Were you on flight U26025 on 5th June 2022 from Bristol Airport to Barcelona Internatio… https://t.co/n1hseNlICJ,ClaimDelay,"Manchester, England"
,easyJet compensation Alert! Were you on flight U26030 on 5th June 2022 from Barcelona International Airport to Bris… https://t.co/y5JQgxEsL7,ClaimDelay,"Manchester, England"
,easyJet flight CANCELLED. Were you on flight U26026 on 5th June 2022 from Barcelona International Airport to Bristo… https://t.co/bwmcw2OW0U,ClaimDelay,"Manchester, England"
,easyJet claim. Were you on flight U22263 on 5th June 2022 from London Luton Airport to Barcelona International Airp… https://t.co/pI4pxY1IIU,ClaimDelay,"Manchester, England"
,easyJet claim. Were you on flight U22264 on 5th June 2022 from Barcelona International Airport to London Luton Airp… https://t.co/7niTbKtBbL,ClaimDelay,"Manchester, England"
,easyJet flight CANCELLED. Were you on flight U28569 on 5th June 2022 from London Gatwick Airport to Barcelona Inter… https://t.co/gfzdWWOalz,ClaimDelay,"Manchester, England"
,easyJet claim received. Were you on flight U28570 on 5th June 2022 from Barcelona International Airport to London G… https://t.co/1MHRoTyCxa,ClaimDelay,"Manchester, England"
,@WhichUK This is absolutely no use if you can’t get hold of their customer service team and there are no representa… https://t.co/cEHM3FiL6W,Robstafford,"Hackney, London"
,RT @staronline: The confirmed case left Barcelona on June 1 and arrived at Changi Airport on June 2. https://t.co/F59I4UrNBb,achingelbow,crying in the corner
,@koblets @Minty_2007 @TUIIreland @DublinAirport The reus flight eventually left at 10.20 last night but diverted to… https://t.co/yHG00Uq4Tm,yc_1967,
,RT @staronline: The confirmed case left Barcelona on June 1 and arrived at Changi Airport on June 2. https://t.co/F59I4UrNBb,hazhmh,저는 말레이시아이에요.
,Buses from Madrid Airport to the City https://t.co/Zls0VjBKHT,_Barcelona__,
,The confirmed case left Barcelona on June 1 and arrived at Changi Airport on June 2. https://t.co/F59I4UrNBb,staronline,"Kuala Lumpur, Malaysia"
,Flight Number #BA484 From #LHR (London Heathrow) to #BCN (Barcelona Airport) has departed,LHRDepartureBot,
,Just arrived at Barcelona airport to be told our @easyJet flight home is overbooked after they blocked our online c… https://t.co/D1G9OXANXC,morley_laura,Manchester via Cork
,Looking at the Barcelona sunrise in the airport while listening to Kacey Musgraves? This really is the life x,xthh_bt,"Manchester, England"
,"@benonwine Madrid... Taxi tout at airport tried to rip me off, Hotel tried to palm me off with a sh1t room. They bo… https://t.co/4wckS3xWom",DuckinHell,London
,Flight Number #BA472 From #LHR (London Heathrow) to #BCN (Barcelona Airport) has departed,LHRDepartureBot,
,"A traveller from Barcelona, who transited at Changi Airport on June 2, tested positive for monkeypox after arriving… https://t.co/wkbamGZHTT",EricssenWen,Singapore
,Got to Prague airport for 7pm for a 9:30pm flight. Currently walking through the Barcelona airport Hotel at 5:15am 👏🏻👏🏻👏🏻 @vueling #goodjob,PengeMarco,
,Just in awe. England’s Rose @sophiepenrose sent me 25 minutes outta my way in Barcelona to a “highly recommend” wha… https://t.co/tsGu5kdeZ8,mr_thoughtful_,"ATL, #weoutchea"
,@steviemac2010 @KatieO1878 I was in Barcelona Airport cpl weeks ago and a family of Londoners were complaing loudly… https://t.co/QkCwWQzLq9,ds1122334,
,"@james9101985 @Darlo_Robbo @ukiswitheu Landed at Barcelona Airport last Sunday 10mins for passports, Luton Airport… https://t.co/RdDGioEmaT",andywyatt61,Hemel Hempstead.
,"@366DaiChallenge Delayed 18hrs at Palma. Fellow detainee said she'd heard, in Spanish, that there'd been a lightnin… https://t.co/8GVQGIovRH",shaynetodslaugh,London countryside
,RT @EmmaFrostLondon: The lights are going off at Barcelona airport. But we have no idea whether the plane will even leave Bristol to come &amp;…,Cromerty, spotlight.com/0697-6757-9419
,RT @EmmaFrostLondon: The lights are going off at Barcelona airport. But we have no idea whether the plane will even leave Bristol to come &amp;…,Eltham321,Oxford/Stoke
,taking hidden disabilities seriously. We were pulled out of the passport queue at Barcelona this morning &amp; taken to… https://t.co/HHEXdhau5P,juliefslater,
,Car Service from Seville Airport to the City https://t.co/1YICsC4Vw7,_Barcelona__,
,Sat waiting at Barcelona airport already delayed an hour with @Ryanair meaning I’ll miss all my connecting transpor… https://t.co/MvhCs0lgfB,ItsBrianMurray,Ireland/London
,The lights are going off at Barcelona airport. But we have no idea whether the plane will even leave Bristol to com… https://t.co/uysVWNwVO7,EmmaFrostLondon,LA/UK West Country
,Seeing loads of tweets about the shambles with @easyJet at Barcelona Airport is not filling me with confidence abou… https://t.co/miFvFxwTLG,MatthewMJ_Smith,London/Plymouth
,My friend who's flying home from Barcelona currently having a nightmare at the airport as he's been bumped off his… https://t.co/bsXf14k7CO,ErikPardosOlsen,"Hackney, London"
,Flight Number #BA482 From #LHR (London Heathrow) to #BCN (Barcelona Airport) has departed,LHRDepartureBot,
,RT @EmmaFrostLondon: Hi @easyJet we’re booked to fly from #Barcelona to Bristol tonight but the live departures online info says our 10.15p…,Flight_Refunds,"London, UK"
,@vueling We're now 45 miles away from Barcelona airport. The receptionist at the hotel told us that you do this to… https://t.co/E1q1R1SfhH,katiemllr,glasgow 
,RT @assemblea_int: 🚫 Blaming the Catalan government for its denial of Barcelona's airport ampliation (due to environmental problems) is not…,An77Ver,
,So we’re at #Barcelona airport now. None of your staff is even aware of the delay and none of the flight boards sho… https://t.co/wDlDxfBf5b,EmmaFrostLondon,LA/UK West Country
,Buses from Seville Airport to the City Center https://t.co/7pQQ3r8THA,_Barcelona__,
,RT @Michell1208507: @Daraskyline_ @Audrwy3 @TUIIreland @EamonRyan We left the airport before check in and security so not sure how that wor…,Flight_Refunds,"London, UK"
,@Daraskyline_ @Audrwy3 @TUIIreland @EamonRyan We left the airport before check in and security so not sure how that… https://t.co/AZZAM5BiF0,Michell1208507,"Meath, Ireland"
,@TUIIreland @TUIGroup Found out that Reus flight was delayed from 19:05 to 20:55 and then was told that the Airport… https://t.co/RwfppGNwlb,BalagulaMax,
,Barcelona airport runs on pure chaos,Me0wria,
,RT @EmmaFrostLondon: Hi @easyJet we’re booked to fly from #Barcelona to Bristol tonight but the live departures online info says our 10.15p…,RobertoScolla,Grigioni 🇨🇭 Sardegna 🇮🇹
,RT @EmmaFrostLondon: Hi @easyJet we’re booked to fly from #Barcelona to Bristol tonight but the live departures online info says our 10.15p…,claimcompanies,
,@campbellclaret @brentrobbo @BBCNews Daughter came home from Geneva airport no problem at all. Then from Barcelona… https://t.co/9YC3FCTbNR,ChristineMart11,"Didsbury ,Manchester, England"
,Hi @easyJet we’re booked to fly from #Barcelona to Bristol tonight but the live departures online info says our 10.… https://t.co/7yr6VIEyAc,EmmaFrostLondon,LA/UK West Country
,Flight Number #BA486 From #LHR (London Heathrow) to #BCN (Barcelona Airport) has departed,LHRDepartureBot,
,How to Get from Madrid Airport to the City https://t.co/KCXRfEnv2N,_Barcelona__,
,RT @Ellen_Wilson: the amount of couples breaking up right now in the passport line at the Barcelona airport is insane,tweetinkellz,
,"@NootDuckEn @SwisherYard @ReaLitY_Siege @GregVidua @_dmoser @lukascph I travel to Berlin or to Paris, or even to Ba… https://t.co/8MqAMUU9us",Xtien,"Amsterdam, The Netherlands"
,My daughter is flying to Barcelona tomorrow with mates from Glasgow. Because of our broken rail system especially E… https://t.co/9pxQxRmNp7,1karenannwalker,Newcastle
,"@British_Airways Hi there, I've got a connecting flight from Madrid to London Heathrow at 20:45. But I haven't been… https://t.co/DeWAkZAGXz",ravi_karsan,
,Taxis from Barcelona Airport to the City https://t.co/wQjYBXBFhW,_Barcelona__,
,"@archer_rs To be fair, it was quite funny walking past the long line of British passport holders at Barcelona Airport recently. 😂",Helinhandbasket,"Dublin, Ireland"
,Flight Number #BA480 From #LHR (London Heathrow) to #BCN (Barcelona Airport) has departed,LHRDepartureBot,
,"RT @forcescarhire: #Spain 🇪🇸 Airport #CarHire
#Alicante
🚘 https://t.co/O2YoqvA5Kt
#Malaga
🚘 https://t.co/sXAT3Aqojs
#Ibiza
🚘 https://t.co/G…",KentCoastGhosts,"England, United Kingdom"
,@danielgwjordan @easyJet Better than the 4.50 voucher we got from @easyJet for 'light refreshments' due to an 2.5hr… https://t.co/noazYs8MLz,TFinny1,
,@NotaBot1976 Was waived through Barcelona airport last week.....though the only ones that complained were the American's 😂😂😂,paddy_linden,
,"RT @forcescarhire: #Spain 🇪🇸 Airport #CarHire
#Alicante
🚘 https://t.co/O2YoqvA5Kt
#Malaga
🚘 https://t.co/sXAT3Aqojs
#Ibiza
🚘 https://t.co/G…",MHHSBD,Everywhere on your timeline
,"RT @forcescarhire: #Spain 🇪🇸 Airport #CarHire
#Alicante
🚘 https://t.co/O2YoqvA5Kt
#Malaga
🚘 https://t.co/sXAT3Aqojs
#Ibiza
🚘 https://t.co/G…",my_magnets,
,"#Spain 🇪🇸 Airport #CarHire
#Alicante
🚘 https://t.co/O2YoqvA5Kt
#Malaga
🚘 https://t.co/sXAT3Aqojs
#Ibiza
🚘… https://t.co/jRGpIZG5W7",forcescarhire,Everywhere
,RT @seeheronline: having to wait at luton airport of all places for 12 whole hours cuz they cancelled our flight to barcelona this morning…,claimcompanies,
,"Waiting at the airport, fun fun fun

In Malaga, flying to Barcelona soon :)",PokerBrahs,Gibraltar
,having to wait at luton airport of all places for 12 whole hours cuz they cancelled our flight to barcelona this mo… https://t.co/3WDXoQ3iXx,seeheronline,learning & loving | she/her 
,Just sat in a shuttle bus heading to Manchester Airport as I’m heading to Barcelona as a support worker with a whee… https://t.co/XP4Kmxy8JV,OliviaInEdinbro,"Edinburgh, Scotland"
,Bus from Bilbao Airport to San Sebastian https://t.co/GujjeJvLfo,_Barcelona__,
,I think I just saw @kennybeats walk past me at the Barcelona airport and all I did was do a triple take and stare a… https://t.co/vXTlp5NAbG,GusAlejandro_,San Diego 
,"@LuscombeLauren @SimonCalder To get home from Barcelona, we had to fly to Belfast and then onward to Bristol. We so… https://t.co/5MvVxW0GtL",MartyPkane,"Exeter, England"
,the amount of couples breaking up right now in the passport line at the Barcelona airport is insane,Ellen_Wilson,
,Flight Number #BA484 From #LHR (London Heathrow) to #BCN (Barcelona Airport) has departed,LHRDepartureBot,
,Just got through Barcelona airport security in 3 minutes and in Edinburgh on Thursday it took 1 hour with a queue out the door.,STRCunningham,"Glasgow, Scotland"
,Flight Number #BA472 From #LHR (London Heathrow) to #BCN (Barcelona Airport) has departed,LHRDepartureBot,
,"#Iberia temps at 7am, 05/06 - coldest on the chart this morning are León, Villiardeciervos, Burgos, Palacios de la… https://t.co/RcNht2QomD",MeteoGib,Gibraltar
"{'type': 'Point', 'coordinates': [53.36813354, -2.28236154]}",Picking up pre cruise essentials #wonderoftheseas #cruise #barcelona @ Manchester Airport T2 https://t.co/pwESswwkWa,Highseasescapa2,"Manchester, England"
,RT @DaveStreet: @easyJet please can you tell me why my 7.40 flight from Barcelona to Bristol had been cancelled. No available flights until…,Flight_Refunds,"London, UK"
,@easyJet please can you tell me why my 7.40 flight from Barcelona to Bristol had been cancelled. No available fligh… https://t.co/OaOVqd6LvW,DaveStreet,Lisvane
,"Important alternative: public transport!  I was in Barcelona last month. Bought a 32 Euro, 4 day pass that covered… https://t.co/68hmW1aU76",shyamvaran,"San Francisco, CA"
,Car Hire at Madrid Airport https://t.co/hJeizE9VRy,_Barcelona__,
,RT @assemblea_int: 🚫 Blaming the Catalan government for its denial of Barcelona's airport ampliation (due to environmental problems) is not…,helixx85,Barcelona CAT 
,RT @assemblea_int: 🚫 Blaming the Catalan government for its denial of Barcelona's airport ampliation (due to environmental problems) is not…,catalanassembly,int.assemblea.cat
,"@_tomash @Shopify Oh wow, Trogir airport was my first solo flight trip in university (except 1.5 days of barcelona)… https://t.co/0aBR9y76sQ",tuexss,Berlin
,"RT @aena: Is this Fire 💜? No, it's JT #Barcelona-#ElPrat Airport at sunset 🛫🌅. 

And this is its only official Twitter account and the one…",affair_64,
,@veedub3057 @CerebriMollis @Dimi_vd_Kleijn @JMPSimor Why? We got off a ship in Spain with no stamp but got a stamp… https://t.co/W4LhhUGbB1,zeitgeistlondon,"London, UK"
,@arnie_rb @miffythegamer Go to say Barcelona airport and look at the non-eu queue,nigel_driffield,
,"RT @chulos: @soniasodha @Gatwick_Airport Our flight to Barcelona from Gatwick last Wed, was delayed by almost 2 hours for exactly the same…",JaneMactaggartL,"Oxford, England"
,Flight Number #BA482 From #LHR (London Heathrow) to #BCN (Barcelona Airport) has departed,LHRDepartureBot,
,"RT @markmackinnon: If you’re going to be an airport, be Barcelona El-Prat, with an outdoor terrace to soak up the last rays of sun before y…",WesChee,opinions are my own 
,@easyJet @easyJet_press over 24hours later and still travelling back to Bristol airport via Barcelona and london Ga… https://t.co/l1CIvIQeoL,joel1phillips,Bristol
,"RT @chulos: @soniasodha @Gatwick_Airport Our flight to Barcelona from Gatwick last Wed, was delayed by almost 2 hours for exactly the same…",Flight_Refunds,"London, UK"
,"@soniasodha @Gatwick_Airport Our flight to Barcelona from Gatwick last Wed, was delayed by almost 2 hours for exactly the same reason.",chulos,London
,"RT @markmackinnon: If you’re going to be an airport, be Barcelona El-Prat, with an outdoor terrace to soak up the last rays of sun before y…",UkraineOnGround,
,"RT @markmackinnon: If you’re going to be an airport, be Barcelona El-Prat, with an outdoor terrace to soak up the last rays of sun before y…",drmaggiesa,"Texas, USA"
